52.17660946	104.107608
52.17658663	104.1076039
52.17656106	104.1076001
52.17647849	104.1075903
52.17637965	104.1075871
52.17627068	104.1075864
52.17617049	104.107587
52.17599086	104.1075871
52.1758033	104.1075889
52.17563384	104.1075904
52.17550675	104.1075915
52.17542859	104.1075926
52.17529065	104.1075942
52.17518477	104.1075954
52.17509793	104.1075963
52.17497558	104.1075988
52.1748665	104.1075998
52.17475817	104.1076023
52.17463361	104.1076042
52.17452417	104.1076067
52.1744165	104.107608
52.17430988	104.107609
52.17420238	104.1076101
52.17409136	104.1076125
52.1739839	104.1076132
52.1738772	104.1076151
52.17376833	104.1076174
52.17365902	104.1076198
52.17354812	104.1076228
52.17344256	104.1076249
52.17335802	104.1076279
52.17322682	104.1076304
52.17312574	104.107632
52.17301762	104.107632
52.17289777	104.1076314
52.17279021	104.1076317
52.17268167	104.1076315
52.17257352	104.1076323
52.17246354	104.1076342
52.17235256	104.1076357
52.17224887	104.107635
52.17213907	104.107635
52.17203208	104.1076347
52.17192482	104.1076345
52.17181518	104.1076352
52.17170715	104.1076357
52.17159839	104.1076373
52.17149197	104.1076379
52.17138313	104.1076389
52.17134766	104.1076387
52.17127572	104.1076404
52.1711922	104.1076416
52.17112938	104.1076423
52.17105662	104.1076436
52.17098549	104.1076449
52.17091665	104.1076452
52.17084257	104.1076453
52.17076775	104.1076469
52.17069561	104.1076478
52.17062293	104.1076495
52.17055287	104.10765
52.17048012	104.1076509
52.17040906	104.1076521
52.17033597	104.1076524
52.17026479	104.1076524
52.17019316	104.1076521
52.17012066	104.1076519
52.17004792	104.1076519
52.16997621	104.1076511
52.16990329	104.1076512
52.1698319	104.1076507
52.16975697	104.1076512
52.16968474	104.1076514
52.16961144	104.1076506
52.16953906	104.1076503
52.16942609	104.1076492
52.16932943	104.1076489
52.16925414	104.1076489
52.16918075	104.1076494
52.16909056	104.1076494
52.16898586	104.1076499
52.16884699	104.1076508
52.16866797	104.1076528
52.16853404	104.1076556
52.16834503	104.107657
52.16813175	104.1076609
52.16804729	104.1076623
52.16791181	104.1076642
52.167742	104.1076676
52.16756769	104.1076734
52.16741368	104.1076775
52.16724665	104.1076827
52.16705745	104.1076888
52.16688452	104.1076928
52.16675421	104.1076971
52.16663125	104.1077026
52.16644118	104.1077141
52.16628956	104.1077248
52.16619501	104.1077336
52.16608171	104.1077476
52.16596759	104.1077673
52.16588485	104.1077871
52.16578864	104.1078146
52.16569103	104.1078464
52.16564597	104.1078623
52.1655797	104.1078891
52.16552913	104.107911
52.16546787	104.1079416
52.16539786	104.1079812
52.16534102	104.1080164
52.16528084	104.1080574
52.16522364	104.1080966
52.16516817	104.1081361
52.16511288	104.1081756
52.16500971	104.1082522
52.16493645	104.1083077
52.16483399	104.1083881
52.16471116	104.1084829
52.1646165	104.1085584
52.16453694	104.1086223
52.16445142	104.1086928
52.16435342	104.1087731
52.16420836	104.1088903
52.16405205	104.109017
52.16393035	104.1091175
52.16384401	104.1091871
52.16376897	104.1092429
52.16373605	104.1092665
52.16371286	104.1092813
52.16368874	104.1092958
52.16366996	104.1093072
52.1636447	104.1093205
52.16361871	104.1093322
52.16360109	104.1093389
52.16358555	104.1093446
52.16357639	104.1093476
52.1635585	104.1093532
52.16353821	104.1093572
52.16351743	104.1093598
52.16349691	104.1093617
52.16347636	104.1093622
52.16345566	104.1093607
52.16343423	104.1093592
52.16341273	104.1093581
52.16339174	104.1093565
52.16336944	104.1093551
52.1633468	104.1093535
52.16332237	104.1093518
52.16330083	104.1093504
52.16323927	104.1093453
52.16315797	104.1093393
52.16302057	104.1093273
52.16294628	104.1093177
52.16289844	104.1093095
52.16287113	104.1093037
52.16283838	104.1092953
52.16280558	104.1092858
52.16278213	104.1092777
52.16276006	104.1092693
52.16273738	104.10926
52.16271464	104.1092499
52.16269673	104.1092415
52.16264319	104.1092134
52.16260752	104.1091926
52.16258836	104.1091809
52.16256224	104.109164
52.16252679	104.1091412
52.16243217	104.1090753
52.16238496	104.1090416
52.16226545	104.1089587
52.16216959	104.1088926
52.16199757	104.1087721
52.16189096	104.1086989
52.16177589	104.1086168
52.16171774	104.1085746
52.1616332	104.1085089
52.161561	104.1084485
52.16151717	104.1084105
52.16146636	104.1083647
52.16137531	104.1082774
52.16130894	104.1082112
52.16122785	104.1081276
52.16108573	104.1079778
52.16102988	104.1079191
52.16095326	104.1078388
52.16090328	104.1077865
52.16085635	104.1077383
52.16081187	104.1076913
52.16075189	104.1076292
52.16070593	104.1075826
52.16065964	104.1075376
52.16062831	104.1075086
52.16058087	104.1074653
52.16053248	104.1074228
52.16049967	104.1073949
52.16046478	104.1073668
52.16043853	104.1073442
52.16041503	104.1073258
52.16036432	104.1072856
52.16031207	104.1072443
52.16025925	104.1072036
52.16022302	104.1071761
52.16015388	104.1071238
52.16010156	104.1070838
52.16005005	104.1070443
52.15999961	104.1070043
52.15994943	104.1069631
52.15989848	104.1069204
52.1598465	104.1068758
52.15979521	104.1068307
52.15974305	104.1067837
